username,created_at,lng,lat,text,,,,,,
kishore50907714, Wed Jan 27 02:08:08 +0000 2021,78.598259,17.365103, Good Morning @narendramodi Sir... Please Save #AndhraPradesh People's Capital #Amaravati.#SaveAmaravati… https://t.co/03LLjpALJe ,,,,,,
shivam0rinkal, Wed Jan 27 02:08:09 +0000 2021,80.867555,27.139758, मार के पानी करदो इन सालो को ,,,,,,
pritidevi_sp, Wed Jan 27 02:08:10 +0000 2021,80.867555,27.139758, @ANKITYADAVMP30 @mpmanishyadav @NaincyYadav12 @UttamCh35735268 @abhinaaj0 @ShubhraYadav13 @ji_Nitesh397… https://t.co/HfnAdiqb5q ,,,,,,
BLRrocKS, Wed Jan 27 02:08:10 +0000 2021,77.558448,12.923115, @envyk_blr @BSYBJP @WFRising Let's make it easy...Without mask ~ 1 Lakh rupees ~fine amount With mask on mouth Rs… https://t.co/jngPqR5JIp ,,,,,,
sunny_2u_2002, Wed Jan 27 02:08:10 +0000 2021,73.192355,19.270371, @DisneyPlusHS pls restart may i come in madam comedy serial ,,,,,,
TheNameIsManu4, Wed Jan 27 02:08:11 +0000 2021,84.13302,28.39085, #WOWOW        1K पुग्य छ्न......टुइट 😂🙄 ,,,,,,
Ramnara16760062, Wed Jan 27 02:08:11 +0000 2021,85.811298,25.904119, @spmishra694 जय श्री राम ,,,,,,
HiteshRanjanHr1, Wed Jan 27 02:08:11 +0000 2021,85.47624,23.892784, देश के झंडे (तिरंगा) का अपमान करने वाले किसान नहीं हो सकते हैं बल्कि ये नमकहराम और  देशद्रोही  हैं ,, यही सच है  त… https://t.co/dh6t3MLmb7 ,,,,
balasubu_sekar, Wed Jan 27 02:08:12 +0000 2021,78.672596,10.779323, பார்டரில் உள்ள வீரர்களின் துப்பாக்கிகள் தோட்டாக்கள் இல்லை - சீட்லெஸ் சீமான்.அத நீ சொல்ற - அக்கா கயல்.🤦‍♂️@sansbarrier ,,,,,,
Shanghishanmu1, Wed Jan 27 02:08:12 +0000 2021,80.764654,7.878661, @Mahishini Aw. Thank you, madam! ❤ ,,,,,
AlageshMec14, Wed Jan 27 02:08:15 +0000 2021,78.2373,11.723148, @vazvinvidiyal https://t.co/JivgSj7gZJ ,,,,,,
shailesh143love, Wed Jan 27 02:08:15 +0000 2021,71.291372,22.414713, बड़ी मुश्किल से बना हूँ टूट जाने के बाद,मैं आज भी रो देता हूँ मुस्कुराने के बादतुझसे मोहब्बत थी मुझे बेइन्तहा ले… https://t.co/b5hwt06F7x ,,,,,
CollectionsEsn, Wed Jan 27 02:08:19 +0000 2021,76.40706,10.7374, Just posted a photo @ Handloom Weavers Kuthampully https://t.co/ii5Mh0jhjO ,,,,,,
sasorisaako, Wed Jan 27 02:08:19 +0000 2021,73.226307,3.201397, @_zahu_a_r_ @afuabdulla This is me every time they make curfew at midnight 😂🙄 should’ve made it start from 21:00 ,,,,,,
Akiranvaishnav, Wed Jan 27 02:08:20 +0000 2021,77.556422,13.075209, Good morning all friends#goodmorning #goodvibes #MorningSeex https://t.co/ZFmzJCscYv ,,,,,,
vinchristo, Wed Jan 27 02:08:20 +0000 2021,76.879092,11.022624, @Rksamy43067059 அந்த 12 Rs எதுக்குங்க 😉😉 ,,,,,,
Selvaku45762599, Wed Jan 27 02:08:21 +0000 2021,78.143349,9.963089, @sunnewstamil முட்டாள் பெற்றோர்!!! ,,,,,,
MAswini83, Wed Jan 27 02:08:22 +0000 2021,77.558448,12.923115, @SarbarK47785346 @RubikaLiyaquat Tum jaise kutte 1947 se rehegaye ho #Hindustan me isliye desh ka ye halat he .... ,,,,,,
Rajnika20050391, Wed Jan 27 02:08:22 +0000 2021,86.132426,25.417144, @vasudhoot @SushantBSinha @narendramodi झंडा फहराने वाला दीप सिद्धु बीजेपी का कार्यकर्ता निकला! https://t.co/XmCOmuyjup ,,,,,,
avinashkumarraj, Wed Jan 27 02:08:24 +0000 2021,72.874244,19.17414, @shahid_siddiqui चुप रहने के लिये कौन सा अवार्ड चाहिए तुझे ओर बोलने के लिए कौन सा मिला है। चमचे ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:08:25 +0000 2021,72.874244,19.17414, @za1ir @maa1hi @am0id Walequmassalam 🌷 wo rehmetullhahi wo baraqatohu wo magfiratohu ,,,,,,
salvation_75, Wed Jan 27 02:08:27 +0000 2021,82.321703,20.948127, https://t.co/eszIyq4BbE ,,,,,,
SatyaPr91978227, Wed Jan 27 02:08:27 +0000 2021,78.606945,26.496564, जय हिन्द जय भारतजय जवान जय किसान https://t.co/ssDvt0KEYw ,,,,,,
ArjunGanj, Wed Jan 27 02:08:28 +0000 2021,80.764796,15.893908, 96) రాజరిక వ్యవస్థ లాగా పాలన చెయ్యడం97) దొంగ వోట్లు నమోదు చెయ్యడం98) వోటర్ల ను తొలగించడం99) జగన్ మీద హత్య కుట్ర… https://t.co/KuOrhB9uCZ ,,,,,,
AlageshMec14, Wed Jan 27 02:08:30 +0000 2021,78.2373,11.723148, @Raindrops2016 https://t.co/kxZIAp4xV0 ,,,,,,
kishore50907714, Wed Jan 27 02:08:32 +0000 2021,78.598259,17.365103, ⚡️ఉద్యోగుల పరువెందుకు తీస్తున్నావు వెంకటరెడ్డి ⚡️కోర్టులతో ఏనాడైనా తిట్లు తిన్నామా? 🔥 సుప్రీం కోర్టుతో మాట తె… https://t.co/nRhzQFZWLi ,,,,,,
Anirudh02907859, Wed Jan 27 02:08:33 +0000 2021,83.395746,21.86799, @__Chandan_kumar ऊँ नमः शिवाय हर हर महादेव शुप्रभात् जी 🙏🙏 ,,,,,,
VaradWagh5, Wed Jan 27 02:08:34 +0000 2021,74.682886,16.857602, https://t.co/AUV3p02Z7j ,,,,,,
babu_sahebchauh, Wed Jan 27 02:08:35 +0000 2021,85.385683,23.360435, Imagine being a family member of delhi police...If anyone says that they were farmers I will slap u till u admit i… https://t.co/BX7Qq5SeOd ,,,,,,
mansari53578006, Wed Jan 27 02:08:35 +0000 2021,81.358745,21.158141, परेशानियां एका दूका होती हैं जबकि नेयमतें अनंत हैं। ,,,,,,
abhikabhi14, Wed Jan 27 02:08:38 +0000 2021,73.910077,18.508161, @diljitdosanjh , BHSDK kidher hai tera gyaan. ,,,,,
spoudel2076, Wed Jan 27 02:08:40 +0000 2021,84.13302,28.39085, हजारौं हासोँले नदिएको मजा दुईचार थोपा आँसुले नै दिएर जान्छन् । सधैं सुखले मात्र सुख दिंदैन । मान्छेलाई कहिलेकाही दु… https://t.co/lJzEUZs8uz ,,,,,,
Tamil65283970, Wed Jan 27 02:08:43 +0000 2021,78.289703,10.81879, @manoj_ece G M Bro#Valimai #ThalaAjith ,,,,,,
AjeetTiwariaje1, Wed Jan 27 02:08:43 +0000 2021,80.867555,27.139758, पार्वतीनन्दनं शम्भोरानन्दपरिवर्धनम् । भक्तानन्दकरं नित्यं मयूरेशं नमाम्यहम् जो पार्वती जी को पुत्र रूप से आनन्द… https://t.co/z16xiMJtQE ,,,,,,
AjayKum53810777, Wed Jan 27 02:08:49 +0000 2021,85.811298,25.904119, जय श्री राम ,,,,,,
CollectionsEsn, Wed Jan 27 02:08:49 +0000 2021,76.40706,10.7374, Just posted a photo @ Handloom Weavers Kuthampully https://t.co/3JLxLWIhON ,,,,,,
preekama, Wed Jan 27 02:08:50 +0000 2021,74.043333,15.401944, Photography is an art only when you know how to teleport it! @apple #shotoniphone #goamedicalcollege #gomeco @ Goa https://t.co/EFzfXppWbd ,,,,,,
teju_meghwanshi, Wed Jan 27 02:08:51 +0000 2021,72.289482,22.948276, @AjayVer12320149 @SanjayK7060 @iamsunnydeol भाई अजय वर्मा की जगह अजय खान लगा दे फिर यह बात करेगा तो बहुत अच्छी लगेगी  तेरे मुंह से ,,,,,,
thakur__akhand, Wed Jan 27 02:08:52 +0000 2021,81.855661,25.4617, शांति पूर्ण रैली...! ,,,,,,
Anirudh02907859, Wed Jan 27 02:08:53 +0000 2021,83.395746,21.86799, @PritiSr01869946 ऊँ गण गण गणपतये नमः सुबह की राम राम जी 🙏🙏 ,,,,,,
kishore50907714, Wed Jan 27 02:08:52 +0000 2021,78.598259,17.365103, WE GAVE OUR LANDS TO THE GOVERNMENT FOR THE DEVELOPMENT OF CAPITAL AMARAVATI. NOW WE ARE ON ROAD. OUR PLIGHT S… https://t.co/imdNnuHouG ,,,,,,
umeshppatel, Wed Jan 27 02:08:54 +0000 2021,72.636678,22.980927, સવારની સલામ :શિયાળાની ઠંડીની અસર એવા લોકોને ક્યાંથી થાય કે જેઓ હંમેશા બીજાથી  બળતા જ રહેતા હોય. ,,,,,,
TheNameIsManu4, Wed Jan 27 02:08:56 +0000 2021,84.13302,28.39085, @PrakharA1991 @Iamsapanasah @Rai_Aangush @Karunak68 @WraeeHiron @Cj4yjiZ @Rajin19398199 @Kunti2K @paudel_tek… https://t.co/Z3SBEiAJDz ,,,,,,
HrushikeshNand8, Wed Jan 27 02:08:56 +0000 2021,73.0655,20.206391, Please help me Sir ,,,,,,
SavaniLp, Wed Jan 27 02:08:56 +0000 2021,72.852905,21.20862, ૭૨ પ્રજાસતાક દિન નિમિતે કોરોના ની મહામારીનો ધ્યાનમાં રાખીને એલ.પી.સવાણી સ્કૂલ વરાછા માં પ્રજાસતાક દિવસ ની ઉજવણી કર… https://t.co/z4wbXa7P1o ,,,,,,
kkmishra1987, Wed Jan 27 02:08:57 +0000 2021,81.85,25.45, Just posted a photo @ Prayagraj - the Sangam City https://t.co/vHihxDDjcu ,,,,,,
sazographics, Wed Jan 27 02:08:58 +0000 2021,75.968184,22.671482, @visualsbymagic @andrazdzn Great 👏🔥😳 Work ,,,,,,
balwanthreddy6, Wed Jan 27 02:08:58 +0000 2021,78.465094,17.388649, @CollectorRRD  @TelanganaCS @Collector_HYD  please appoint one team to safeguard musi both the side land for100feet… https://t.co/2Ob6UCTyLk ,,,,,,
AlageshMec14, Wed Jan 27 02:08:58 +0000 2021,78.2373,11.723148, @sakthibalu007 https://t.co/2AdpPyrckh ,,,,,,
gjptimothy, Wed Jan 27 02:09:01 +0000 2021,83.267721,17.725196, Blessed are the merciful,  for they will be shown mercy.Matthew 5:7 NIV https://t.co/WDiwIWPoDf ,,,,,
VVGopalaKrishn6, Wed Jan 27 02:09:03 +0000 2021,83.267721,17.725196, @dreamgirlhema Great to see this news madam ,,,,,,
commandur, Wed Jan 27 02:09:03 +0000 2021,77.941045,12.72127, @CTRavi_BJP @annamalai_k These are the policemen who the govt ought to have supported. It can't be that these polic… https://t.co/LSo9RDUk9Q ,,,,,,
netrikantv, Wed Jan 27 02:09:04 +0000 2021,80.228206,13.066614, மோடிஜீன் அரசு CAA போராட்டதிற்கு அடிப்பணிந்ததா?    இல்லைமோடிஜீன் அரசு Art 370 போராட்டதிற்க்கு அடிப்பணிந்ததா?    இ… https://t.co/Z6jGiN2Nqy ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:09:05 +0000 2021,72.874244,19.17414, @chazhar121 @Neena_Alli Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
theindianpk, Wed Jan 27 02:09:05 +0000 2021,72.91801,19.377516, @Deishma Good morning ,,,,,,
AF9KAscpiO8Kdi9, Wed Jan 27 02:09:05 +0000 2021,73.87756,26.628415, @im__Neeti जय श्री राम सुप्रभात बहना🙏🙏🇮🇳🌹🌹🌹🌹🚩🚩🚩  मेरा हिंदुस्तान जिंदाबाद https://t.co/hnhe4mXjkZ ,,,,,,
HarshilGandhi, Wed Jan 27 02:09:08 +0000 2021,77.695924,12.797378, @ramande29421592 Most of the land in Canada is agricultural land If @JustinTrudeau is feeling pained about indian… https://t.co/NmGN3MmdhK ,,,,,,
rkdhimantd, Wed Jan 27 02:09:08 +0000 2021,80.867555,27.139758, @HansrajMeena मीना जी ,मतलब आप ये मानकर चल रहे हैं कि ये हुड़दंग दिल्ली में जो हुआ ,वो किसान ने किया है ? पहले आप… https://t.co/JJxWSQwpXt ,,,,
AlageshMec14, Wed Jan 27 02:09:08 +0000 2021,78.2373,11.723148, @yogagirlnaina https://t.co/PpESTf59Dr ,,,,,,
Us3rchang3d, Wed Jan 27 02:09:08 +0000 2021,80.764654,7.878661, @Sedona_B 🤣😜 ,,,,,,
HemuParuchuri, Wed Jan 27 02:09:11 +0000 2021,79.261047,13.596587, Ee IPL lo Paglipoddi okko okkadiki @msdhoni మహేంద్ర సింగ్ ధోని 🔥🔥🔥 ,,,,,,
Ramnara16760062, Wed Jan 27 02:09:11 +0000 2021,85.811298,25.904119, @op_shekhawat 🙏🙏 ,,,,,,
BNSReddyIPS, Wed Jan 27 02:09:12 +0000 2021,77.556422,13.075209, https://t.co/EEZYwC9BPP ,,,,,,
Rajnika20050391, Wed Jan 27 02:09:15 +0000 2021,86.132426,25.417144, @vasudhoot @SushantBSinha @narendramodi 2014 में दो करोड हर साल रोजगार देने का वादा किया था, मिला क्या, कालाधन आ ग… https://t.co/3f4jTpDxKx ,,,,
Rajeshshen, Wed Jan 27 02:09:15 +0000 2021,72.874244,19.17414, @artidesai555 Yes mam and from this slick look to dharavi. I luv every bit of #mumbsi Everything is आमची 🌹🌹🌹 ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:09:16 +0000 2021,72.874244,19.17414, @Iftikha60011037 @itxMuskan1 Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
KSMB77, Wed Jan 27 02:09:16 +0000 2021,77.556422,13.075209, @Proud_SUDEEPian @SagarKCult @KicchaSudeep Chuu chuu chuchuu#VikrantRonaOnBurjKhalifa #KicchaSudeep #Kotigobba3… https://t.co/FcMOVv0Djk ,,,,,,
Madhabbadamundi, Wed Jan 27 02:09:19 +0000 2021,85.789476,20.259184, @UGajapati today is my birthday. https://t.co/CuEMpD0BGj ,,,,,,
AlageshMec14, Wed Jan 27 02:09:19 +0000 2021,78.2373,11.723148, @_iniyal_Twitz_ https://t.co/W0xd1cqxzH ,,,,,,
kishore50907714, Wed Jan 27 02:09:20 +0000 2021,78.598259,17.365103, ⚡️గవర్నర్ గారు రాష్ట్ర ప్రతిష్ట ప్రపంచ దేశాలలో దిగజారి పోఇంది⚡️ముఖ్యమంత్రి,సహచర మంత్రులు వాడే బాషా అసెంబ్లీ సమావే… https://t.co/pKQTtItx5w ,,,,,
CollectionsEsn, Wed Jan 27 02:09:24 +0000 2021,76.40706,10.7374, Just posted a photo @ Handloom Weavers Kuthampully https://t.co/xHq8qPgGIn ,,,,,,
BantiNa15089677, Wed Jan 27 02:09:28 +0000 2021,78.420229,23.970895, @SutapaSingh किसान एकता जिंदाबाद ,,,,,,
rohitkeshri063, Wed Jan 27 02:09:30 +0000 2021,85.056005,23.683884, @IndiaPostOffice आप केवल आवासन देते है , समस्या का समाधान नहीं। आज लगभग 18 महीने बीत जाने के बाद और इतना शिकायत कर… https://t.co/Cc3yEDgB6Q ,,,,,
PurnimaChaubey2, Wed Jan 27 02:09:30 +0000 2021,82.969935,23.184836, @Sanjay_Dixit 😡😡😡 ,,,,,,
BNSReddyIPS, Wed Jan 27 02:09:30 +0000 2021,77.556422,13.075209, Good morning everyone and have a wonderful Wednesday n a very cozy day. 🙏 https://t.co/29PCUYsUp6 ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:09:32 +0000 2021,72.874244,19.17414, @syeda_aresh @itxMuskan1 Walequmassalam 🌷 wo rehmetullhahi wo baraqatohu wo magfiratohu ,,,,,,
Surendr18403690, Wed Jan 27 02:09:32 +0000 2021,69.895364,22.319107, @AzaadBharatOrg @SadhviPragya_MP @SadhguruJV @SadhviNiranjan @myogiadityanath @rammadhavbjp @narendramodi… https://t.co/VCrO7nousA ,,,,,,
DrVishvendu, Wed Jan 27 02:09:33 +0000 2021,82.470022,25.333258, @Yony54967643 VGM 🙏 with warm Kiss 💋💋💞 ,,,,,,
DrVishvendu, Wed Jan 27 02:09:33 +0000 2021,82.470022,25.333258, @CieGosia Thanks 👍Welcome 🙏Please take care 🙏❤️ ,,,,,,
shivare46619067, Wed Jan 27 02:09:34 +0000 2021,78.598259,17.365103, @PaladuguArchana After effects kuda untavi mari 😏😏😏 ,,,,,,
sazographics, Wed Jan 27 02:09:34 +0000 2021,75.968184,22.671482, @DEGOD1208 @SecretPSD Great 👏🔥😳 work ,,,,,,
indradhoj, Wed Jan 27 02:09:35 +0000 2021,84.13302,28.39085, @sharmakrishmee7 @binuebhi @narayanwagle हजुर। यो ट्विट वहाँको टाइमलाइनमा अझै छ र यस्तो दुश्प्रचार गरेपछि माफी मा… https://t.co/bVsMXfVLoP ,,,,,,
Anirudh02907859, Wed Jan 27 02:09:37 +0000 2021,83.395746,21.86799, @KunjKishore ऊँ श्री गणेशाय नमः शुभ बुधवार शुप्रभातम् जी भैया 🙏🙏 ,,,,,,
VaradWagh5, Wed Jan 27 02:09:39 +0000 2021,74.682886,16.857602, https://t.co/uiyOiaxsLB ,,,,,,
BauddJay, Wed Jan 27 02:09:40 +0000 2021,76.771244,18.817911, देश वासियों सुन लो ये ढाई किलो का हाथ सिर्फ  आर‌एस‌एस  नेताओं के पिछवाड़ा धोने के लिए हैभाजपा और कांग्रेस छोड़ के सभी देश द्रोही है ,,,,,,
Rajnika20050391, Wed Jan 27 02:09:41 +0000 2021,86.132426,25.417144, @vasudhoot @SushantBSinha @narendramodi पुलवामा जांच का क्या हुआ, जांच कर रहे 4 आर्मी आफिसर को तबादला कर दिया गया… https://t.co/EoDufnDmUw ,,,,,
DravidanAnbu, Wed Jan 27 02:09:41 +0000 2021,79.490258,11.613002, https://t.co/VuabgCFipp ,,,,,,
backwardArmy, Wed Jan 27 02:09:42 +0000 2021,80.867555,27.139758, @sparvindgiri @yadavakhilesh @ANI @aashishsy @samajwadiparty लाल किले का अपमान तो उस दिन हुआ था जब इसे बेचा गया था,… https://t.co/2GtYalsHcr ,,,,,
GuttePawan, Wed Jan 27 02:09:43 +0000 2021,76.771244,18.817911, I'm team #GIF. How do you pronounce it? ,,,,,,
BarunBose13, Wed Jan 27 02:09:44 +0000 2021,81.358745,21.158141, @BarkhaS37691560 Gujrat 2002 remake Gujrat 2021.🤔 ,,,,,,
KSMB77, Wed Jan 27 02:09:45 +0000 2021,77.556422,13.075209, @Proud_SUDEEPian @SagarKCult @KicchaSudeep Both#VikrantRonaOnBurjKhalifa #KicchaSudeep #Kotigobba3 @KicchaSudeep #VikrantRona #TST ,,,,,,
SanjayP20351608, Wed Jan 27 02:09:45 +0000 2021,80.867555,27.139758, @DrSeemaRaghav1 जी सत्य ,,,,,,
AkkiRaaj5, Wed Jan 27 02:09:46 +0000 2021,85.385683,23.360435, @DrManishKumar1 @centi2001 @RahulGandhi @ArvindKejriwal Sabhi koi bill me gush gye h ,,,,,,
CollectionsEsn, Wed Jan 27 02:09:48 +0000 2021,76.40706,10.7374, Just posted a photo @ Handloom Weavers Kuthampully https://t.co/V57bgMmsLt ,,,,,,
ravishankar91, Wed Jan 27 02:09:48 +0000 2021,80.867555,27.139758, @GihmDinesh @Dr_Uditraj कलुआ नही दिख रहा। कहीं किसी ट्रैक्टर की चपेट में तो नही आ गया🤣😂🤣 ,,,,,,
TheNameIsManu4, Wed Jan 27 02:09:50 +0000 2021,84.13302,28.39085, @arthi_22 @TheNameIsManu4 fb sure ,,,,,,
shailesh143love, Wed Jan 27 02:09:50 +0000 2021,71.291372,22.414713, इंतज़ार की आरज़ू अब खो गयी है,खामोशियो की आदत हो गयी है,न सीकवा रहा न शिकायत किसी से,अगर है तो एक मोहब्बत,जो इन… https://t.co/hJNVMo3lBf ,,
AnsariirfanAns6, Wed Jan 27 02:09:51 +0000 2021,72.874244,19.17414, @FariyaTahir1 @Kanwal128 Walequmassalam 🌷 wo rehmetullhahi wo baraqatohu wo magfiratohu ,,,,,,
neha_yadav_1947, Wed Jan 27 02:09:52 +0000 2021,80.867555,27.139758, @Dr_Akansha11 Follow back to dedo बहना। 🇮🇳🙏🙏 ,,,,,,
iamswapj, Wed Jan 27 02:09:55 +0000 2021,76.771244,18.817911, @amazon @AmazonHelp @amazonIN @AmazonCare Order placed on 20 jan today is 27 still its not Dispatched. Why its ta… https://t.co/1Gka20tYGd ,,,,,,
INDRAJE17529912, Wed Jan 27 02:10:00 +0000 2021,84.901763,25.466477," 🌅 #GodMorningWednesdayहर दिन को अंतिम दिन मानकर परमात्मा को हर पल याद रखना चाहिए ।""सत ज्ञान व सत भक्ति प्राप्त… https://t.co/Oh3BO5H5WG ",,,,,,
jpjugalpatel143, Wed Jan 27 02:10:01 +0000 2021,73.137778,22.768889, #Jpjugalpatel @ Dakor - City of Raja Ranchhod https://t.co/p3N7BYSEig ,,,,,,
dkvikaskumar, Wed Jan 27 02:10:01 +0000 2021,80.867555,27.139758, Do you remember when you joined Twitter? I do! #MyTwitterAnniversary https://t.co/T5eEAF2mYW ,,,,,,
KSMB77, Wed Jan 27 02:10:01 +0000 2021,77.556422,13.075209, @Kicchaism4ever @Proud_SUDEEPian @KicchaSudeep 😂😂#VikrantRonaOnBurjKhalifa #KicchaSudeep #Kotigobba3 @KicchaSudeep #VikrantRona #TST ,,,,,,
NirajSi97029354, Wed Jan 27 02:10:02 +0000 2021,80.867555,27.139758, सचमुच आँखों से पानी आ गया इन गद्दारो को देखकर की हमारा भारत कितना पिछड़ा है।।इन सालो के वजह से।।।। ,,,,,,
propertiesindia, Wed Jan 27 02:10:05 +0000 2021,76.342106,10.008723, FURNISHED FLATS #ForRent #Kakkanad, VAZHAKKALA, EDAPPALLY, KALOOR, VYTTILLA, THEVARA, KADAVANTHARA #1BHK #Apartment… https://t.co/ZIX95AKPKH 
AlageshMec14, Wed Jan 27 02:10:06 +0000 2021,78.2373,11.723148, @mariapp13520673 @meena4136 @MohanaVenkatra2 @gurukarur @malcolm77131533 @trichykosal @SaravanarajT @talksstweet… https://t.co/Fb62P6Hbvx ,,,,,,
TheNameIsManu4, Wed Jan 27 02:10:06 +0000 2021,84.13302,28.39085, @hanuo017 @ArnabG0 @SGT_01 @real_alok007 @AKB_IND @begu_im @manoj_begu @jal19jan @Bhiya_indori1 @TrNk9300 @ks7510… https://t.co/thVMMNUVsm ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:10:10 +0000 2021,72.874244,19.17414, @iqrapz Walequmassalam 🌷 wo rehmetullhahi wo baraqatohu wo magfiratohu ,,,,,,
Yuange521, Wed Jan 27 02:10:11 +0000 2021,104.137242,35.808031, 退推好久。对一些人还是有印象的....有些人基本上就忘记了 ,,,,,,
Us3rchang3d, Wed Jan 27 02:10:14 +0000 2021,80.764654,7.878661, @asitha_roshan අනිවාර්යයෙන්ම බං. ,,,,,,
AmmaRKarthick, Wed Jan 27 02:10:16 +0000 2021,76.879092,11.022624, #AmmaForever #kovaiurbanitwing #spvarmy #AKA https://t.co/yx0zaYpa0u ,,,,,,
Anirudh02907859, Wed Jan 27 02:10:18 +0000 2021,83.395746,21.86799, @Krishna108kk1 जय श्री गणेश जी 🙏🙏 शुप्रभातम् जी ,,,,,,
propertiesindia, Wed Jan 27 02:10:18 +0000 2021,76.288462,10.045177, #1BHK FULLY FURNISHED FLATS #ForRent KAKKANAD, VAZHAKKALA, EDAPPALLY, KALOOR, VYTTILLA, THEVARA #Apartment #Flat… https://t.co/bVtQGRT8FD ,
KSMB77, Wed Jan 27 02:10:19 +0000 2021,77.556422,13.075209, @Kicchaism4ever @KicchaSudeep Tamilnadusuderpians ,,,,,,
AnsariirfanAns6, Wed Jan 27 02:10:24 +0000 2021,72.874244,19.17414, @AizaMalik22 Walequmassalam worehmaitullhi wo baraqatohu ,,,,,,
Avi_Chirania, Wed Jan 27 02:10:25 +0000 2021,76.904185,15.224134, @sgurumurthy Can't turn a blind eye to such acts, they will give hope to other forces for creating nuisance again. Strong action is needed. ,,,,,
AmmaRKarthick, Wed Jan 27 02:10:25 +0000 2021,76.879092,11.022624, #AmmaForever #kovaiurbanitwing #spvarmy #AKA https://t.co/GmW9uZwT5W ,,,,,,
0052Sanjay, Wed Jan 27 02:10:25 +0000 2021,77.558448,12.923115, जय हिन्द जय भारत भारत माता की जय https://t.co/thHljpUmVy ,,,,,,
pradeep92087065, Wed Jan 27 02:10:26 +0000 2021,80.346063,26.405874, @pankhuripathak लालकिला किसानों का भी है, दिल्ली किसानों की भी है पर किसान खेतों में गेहूं की सिंचाई खाद में व्यस्त… https://t.co/7Q8PFJKxzp ,,,,,
propertiesindia, Wed Jan 27 02:10:28 +0000 2021,76.329588,10.005627, STUDIO FLATS, #1BHK FLATS #ForRent NEAR PALARIVETTOM AT VAZHAKKALA, EDAPPALLY, KALOOR AND KAKKANAD #Apartment #Flat… https://t.co/Fxoahz1Xg0 ,,,
infoforworld1, Wed Jan 27 02:10:29 +0000 2021,79.261047,13.596587, Hi friends Life laughs at you when you are unhappy. Life smiles at you when you are happy. But, life salutes you… https://t.co/t2l95N7aCV ,,,,,
Abhishek_bhp, Wed Jan 27 02:10:29 +0000 2021,84.806663,25.922467, अपना चुनाव चिन्ह ट्रेक्टर कर लो आपके पापा की गलती सुधार दो साईकिल हटा जो । ,,,,,,
rajkumar13341, Wed Jan 27 02:10:31 +0000 2021,85.353985,25.749899, @SyyedSuhail Desh badal Raha hai...Sab ko Sarkar banani hai..Bhar main Jaye janta.....😎😎 ,,,,,,
dineshbpl1981, Wed Jan 27 02:10:31 +0000 2021,77.404476,23.272495, @IndianPM_Office @AmitShahOffice @SuhasBhagatBJP @SadhviPragya_MP @DehliPolice @ChetanBhargava6 https://t.co/fXGTHVLoki ,,,,,,
Us3rchang3d, Wed Jan 27 02:10:32 +0000 2021,80.764654,7.878661, @ItsmeSuppa හෝ හෝ කට කට ,,,,,,
madhusudancho, Wed Jan 27 02:10:32 +0000 2021,82.321703,20.948127, #MustListen_Satsang || Nepal 1 TV 27-01-2021 || Episode: 379 || Sant Rampal Ji Maharaj Satsang https://t.co/AaGTT6dTsC ,,,,,,
Hovarthan, Wed Jan 27 02:10:33 +0000 2021,77.558448,12.923115, உச்ச நீதிமன்றத்தால் குற்றவாளி என அறிவிக்கப்பட்ட ஊழல் தலைவி, ‌A1 குற்றவாளி , லஞ்ச ராணி , 75 நாட்கள் உயிரா பிணமா என… https://t.co/Vgvh1yZC7K ,,,
Rajeshshen, Wed Jan 27 02:10:34 +0000 2021,72.874244,19.17414, @artidesai555 Sleek* ,,,,,,
satyaprakash51, Wed Jan 27 02:10:34 +0000 2021,82.932955,25.373376, @RajatSharmaLive माफी शब्द बहुत छोटी है ऐसे नेताओं को तो रासुका में बन्द करना चाहिए और जो सरकारी सम्पत्ति को नष्ट… https://t.co/hJTFMXCjEX ,,,,,,
KathirMg, Wed Jan 27 02:10:34 +0000 2021,78.143349,9.963089, Save our innocent farmers Fighting for freedom from #RSS terrorists group Justice for farmers lives &amp; Remove farm… https://t.co/WeaBm9nXce ,,,,,,
Surendr18403690, Wed Jan 27 02:10:34 +0000 2021,69.895364,22.319107, @asharamjibapu_ उतम जानकारीSant Shri Asharamji Bapu#Bapuji ,,,,,,
CollectionsEsn, Wed Jan 27 02:10:37 +0000 2021,76.40706,10.7374, Just posted a photo @ Handloom Weavers Kuthampully https://t.co/whclDE47YB ,,,,,,
mohan963607, Wed Jan 27 02:10:37 +0000 2021,73.87756,26.628415, @SushantBSinha @narendramodi Ab y kon h ,,,,,,
Khiladi_Vaidik, Wed Jan 27 02:10:38 +0000 2021,73.347702,18.787889, @chanchal_kumar1 @ishehnaaz_gill Yeh shehnaz kon hai bhai 🤔? ,,,,,,
KhandipJitu, Wed Jan 27 02:10:40 +0000 2021,73.87756,26.628415, @Komalmeena0403 Yes ,,,,,,
MGowtha85063291, Wed Jan 27 02:10:40 +0000 2021,80.232955,13.104701, @arivalayam @mkstalin Unmai💯😂 ,,,,,,
